N1R,"ON, N1R",L8S 4L8,37.191,
L5G,"ON, L5G",L8S 4L8,48.897,
L1W,"ON, L1W",L8S 4L8,107.699,
K4P,"ON, K4P",L8S 4L8,490.578,
K1L,"ON, K1L",L8S 4L8,520.91,
L4W,"ON, L4W",L8S 4L8,54.851,
L7B,"ON, L7B",L8S 4L8,98.939,
L1H,"ON, L1H",L8S 4L8,129.2,
N0R,"ON, N0R",L8S 4L8,300.974,
L6J,"ON, L6J",L8S 4L8,36.619,
L3R,"ON, L3R",L8S 4L8,101.274,
N6E,"ON, N6E",L8S 4L8,122.771,
M1W,"ON, M1W",L8S 4L8,90.18,
K9L,"ON, K9L",L8S 4L8,210.091,
K1V,"ON, K1V",L8S 4L8,502.648,
K1G,"ON, K1G",L8S 4L8,527.401,
K8H,"ON, K8H",L8S 4L8,455.787,
L4A,"ON, L4A",L8S 4L8,123.555,
K0M,"ON, K0M",L8S 4L8,267.329,
L3P,"ON, L3P",L8S 4L8,106.86,
K2T,"ON, K2T",L8S 4L8,451.134,
K4A,"ON, K4A",L8S 4L8,536.65,
N2L,"ON, N2L",L8S 4L8,74.62,
L5B,"ON, L5B",L8S 4L8,49.865,
N8P,"ON, N8P",L8S 4L8,298.407,
M6N,"ON, M6N",L8S 4L8,69.171,
K2G,"ON, K2G",L8S 4L8,503.183,
L4N,"ON, L4N",L8S 4L8,149.33,
M8Z,"ON, M8Z",L8S 4L8,56.791,
L3S,"ON, L3S",L8S 4L8,105.996,
L1B,"ON, L1B",L8S 4L8,150,
L2E,"ON, L2E",L8S 4L8,86.446,
N9B,"ON, N9B",L8S 4L8,305.875,
K9H,"ON, K9H",L8S 4L8,213.457,
N5L,"ON, N5L",L8S 4L8,155.03,
L4S,"ON, L4S",L8S 4L8,104.717,
L4Y,"ON, L4Y",L8S 4L8,53.716,
L1P,"ON, L1P",L8S 4L8,122.728,
L5R,"ON, L5R",L8S 4L8,50.5,
L7L,"ON, L7L",L8S 4L8,21.04,
K9J,"ON, K9J",L8S 4L8,202.554,
M4W,"ON, M4W",L8S 4L8,78.844,
P9A,"ON, P9A",L8S 4L8,1628.338,
N9H,"ON, N9H",L8S 4L8,299.41,
L5K,"ON, L5K",L8S 4L8,41.652,
K8N,"ON, K8N",L8S 4L8,256.089,
K0H,"ON, K0H",L8S 4L8,339.69,
N5X,"ON, N5X",L8S 4L8,132.204,
K6V,"ON, K6V",L8S 4L8,405.341,
P0S,"ON, P0S",L8S 4L8,739,
L0K,"ON, L0K",L8S 4L8,197.873,
L8J,"ON, L8J",L8S 4L8,27.328,
K2A,"ON, K2A",L8S 4L8,509.41,
L5W,"ON, L5W",L8S 4L8,58.552,
M4Y,"ON, M4Y",L8S 4L8,70.66,
L7P,"ON, L7P",L8S 4L8,12.341,
M6J,"ON, M6J",L8S 4L8,65.736,
K7G,"ON, K7G",L8S 4L8,356.08,
L1G,"ON, L1G",L8S 4L8,131.983,
N9C,"ON, N9C",L8S 4L8,305.517,
P6C,"ON, P6C",L8S 4L8,743.894,
K1N,"ON, K1N",L8S 4L8,518.118,
M4G,"ON, M4G",L8S 4L8,79.543,
L6M,"ON, L6M",L8S 4L8,29.132,
L4J,"ON, L4J",L8S 4L8,89.771,
K1W,"ON, K1W",L8S 4L8,531.006,
L1J,"ON, L1J",L8S 4L8,126.07,
N4N,"ON, N4N",L8S 4L8,149.59,
M9C,"ON, M9C",L8S 4L8,57.272,
M2R,"ON, M2R",L8S 4L8,79.906,
N3H,"ON, N3H",L8S 4L8,52.566,
M9B,"ON, M9B",L8S 4L8,57.793,
V8N,"ON, V8N",L8S 4L8,3325,BC
N2B,"ON, N2B",L8S 4L8,66,
N2C,"ON, N2C",L8S 4L8,61.605,
N9V,"ON, N9V",L8S 4L8,318.728,
L8N,"ON, L8N",L8S 4L8,5.496,
L6A,"ON, L6A",L8S 4L8,93.662,
M1K,"ON, M1K",L8S 4L8,94.663,
L7K,"ON, L7K",L8S 4L8,94.929,
M3B,"ON, M3B",L8S 4L8,85.419,
M4X,"ON, M4X",L8S 4L8,71.307,
N9J,"ON, N9J",L8S 4L8,304.344,
N8N,"ON, N8N",L8S 4L8,287.087,
M5T,"ON, M5T",L8S 4L8,67.95,
L2P,"ON, L2P",L8S 4L8,74.9,
L9P,"ON, L9P",L8S 4L8,142.918,
L6P,"ON, L6P",L8S 4L8,77.8,
M4S,"ON, M4S",L8S 4L8,79.974,
L9N,"ON, L9N",L8S 4L8,122.993,
N0B,"ON, N0B",L8S 4L8,65.281,
M1N,"ON, M1N",L8S 4L8,79.093,
N3P,"ON, N3P",L8S 4L8,34.413,
N7X,"ON, N7X",L8S 4L8,218.525,
N0J,"ON, N0J",L8S 4L8,93.401,
L4T,"ON, L4T",L8S 4L8,70.8,
L2H,"ON, L2H",L8S 4L8,85.419,
N1P,"ON, N1P",L8S 4L8,35.753,
L9B,"ON, L9B",L8S 4L8,14.672,
L4G,"ON, L4G",L8S 4L8,119.227,
M9N,"ON, M9N",L8S 4L8,69.301,
L3Y,"ON, L3Y",L8S 4L8,123.68,
L9S,"ON, L9S",L8S 4L8,146.557,
L1X,"ON, L1X",L8S 4L8,108.856,
N7L,"ON, N7L",L8S 4L8,228.793,
L0J,"ON, L0J",L8S 4L8,85.145,
L0B,"ON, L0B",L8S 4L8,165.539,
N7V,"ON, N7V",L8S 4L8,225.401,
L0M,"ON, L0M",L8S 4L8,153.369,
N8M,"ON, N8M",L8S 4L8,289.123,
P0B,"ON, P0B",L8S 4L8,259.359,
N6C,"ON, N6C",L8S 4L8,124.695,
L9M,"ON, L9M",L8S 4L8,203.096,
L2S,"ON, L2S",L8S 4L8,72.9,
K7V,"ON, K7V",L8S 4L8,441.78,
M4A,"ON, M4A",L8S 4L8,112,
N2H,"ON, N2H",L8S 4L8,65.463,
L8M,"ON, L8M",L8S 4L8,8.245,
M2N,"ON, M2N",L8S 4L8,80.095,
M9W,"ON, M9W",L8S 4L8,63.928,
L1N,"ON, L1N",L8S 4L8,122.939,
K6A,"ON, K6A",L8S 4L8,575.904,
L2R,"ON, L2R",L8S 4L8,68.5,
N7W,"ON, N7W",L8S 4L8,219.66,
L5V,"ON, L5V",L8S 4L8,48.809,
P2N,"ON, P2N",L8S 4L8,639.439,
L6H,"ON, L6H",L8S 4L8,35.959,
N4G,"Tillsonburg, ON N4G",L8S 4L8,108.952,
N6G,"ON, N6G",L8S 4L8,141.092,
P4R,"ON, P4R",L8S 4L8,740.482,
M4E,"ON, M4E",L8S 4L8,76.107,
M1C,"ON, M1C",L8S 4L8,102.72,
N9G,"ON, N9G",L8S 4L8,297.078,
M5S,"ON, M5S",L8S 4L8,70.295,
L8P,"ON, L8P",L8S 4L8,3.248,
P0H,"ON, P0H",L8S 4L8,434.477,
N7A,"ON, N7A",L8S 4L8,175.537,
K2C,"ON, K2C",L8S 4L8,513.603,
L8V,"ON, L8V",L8S 4L8,9.795,
P1B,"ON, P1B",L8S 4L8,398.546,
K0K,"ON, K0K",L8S 4L8,273.902,
M6A,"ON, M6A",L8S 4L8,74.86,
L6R,"ON, L6R",L8S 4L8,73.063,
L5H,"ON, L5H",L8S 4L8,46.357,
M3A,"ON, M3A",L8S 4L8,84.442,
N1M,"Fergus ON, N1m",L8S 4L8,75.439,
P8T,"ON, P8T",L8S 4L8,1806.158,
L1Z,"ON, L1Z",L8S 4L8,115.789,
L8H,"ON, L8H",L8S 4L8,28.251,
K0E,"ON, K0E",L8S 4L8,385.085,
N3S,"ON, N3S",L8S 4L8,35.553,
M1S,"ON, M1S",L8S 4L8,92.454,
L4P,"ON, L4P",L8S 4L8,141.741,
L6B,"ON, L6B",L8S 4L8,108.953,
P3P,"Sudbury ON, P3P",L8S 4L8,462.48,
P3Y,"ON, P3Y",L8S 4L8,447.492,
L4M,"ON, L4M",L8S 4L8,154.139,
M1P,"ON, M1P",L8S 4L8,91.207,
P0M,"ON, P0M",L8S 4L8,699.543,
M6E,"ON, M6E",L8S 4L8,75.663,
N5R,"ON, N5R",L8S 4L8,138.978,
M4M,"ON, M4M",L8S 4L8,71.759,
K2S,"ON, K2S",L8S 4L8,446.701,
M2K,"ON, M2K",L8S 4L8,80.391,
N3E,"ON, N3E",L8S 4L8,52.889,
K6H,"ON, K6H",L8S 4L8,503.542,
N3W,"ON, N3W",L8S 4L8,28.402,
M6M,"ON, M6M",L8S 4L8,73.17,
P1A,"ON, P1A",L8S 4L8,393.099,
K8B,"ON, K8B",L8S 4L8,455.796,
K0G,"ON, K0G",L8S 4L8,401.465,
L7S,"ON, L7S",L8S 4L8,17.169,
L0A,"ON, L0A",L8S 4L8,182.823,
L8G,"ON, L8G",L8S 4L8,30.775,
K2M,"Kanata ON, K2M",L8S 4L8,501.155,
L2A,"ON, L2A",L8S 4L8,112.88,
N1H,"ON, N1H",L8S 4L8,51.696,
N4S,"ON, N4S",L8S 4L8,78.074,
N2T,"ON, N2T",L8S 4L8,76.219,
N2P,"ON, N2P",L8S 4L8,59.435,
L5C,"ON, L5C",L8S 4L8,49.547,
N5C,"ON, N5C",L8S 4L8,91.44,
M8W,"ON, M8W",L8S 4L8,53.149,
M5R,"ON, M5R",L8S 4L8,70.068,
L9R,"ON, L9R",L8S 4L8,144.945,
M9A,"ON, M9A",L8S 4L8,61.478,
L7M,"ON, L7M",L8S 4L8,21.165,
N3V,"ON, N3V",L8S 4L8,42.049,
K9A,"ON, K9A",L8S 4L8,186.245,
K7M,"ON, K7M",L8S 4L8,323.122,
N0L,"ON, N0L",L8S 4L8,148.182,
L4X,"ON, L4X",L8S 4L8,53.046,
N1K,"ON, N1K",L8S 4L8,51.736,
L9C,"ON, L9C",L8S 4L8,6.603,
M2P,"ON, M2P",L8S 4L8,79.187,
N9A,"ON, N9A",L8S 4L8,304.056,
N8X,"ON, N8X",L8S 4L8,301.546,
M6P,"ON, M6P",L8S 4L8,63.7,
L6T,"ON, L6T",L8S 4L8,65.837,
L8L,"ON, L8L",L8S 4L8,7.135,
M1E,"ON, M1E",L8S 4L8,100.32,
L2M,"ON, L2M",L8S 4L8,73.9,
L4K,"ON, L4K",L8S 4L8,85.135,
N6P,"ON, N6P",L8S 4L8,132.393,
N9Y,"ON, N9Y",L8S 4L8,293.687,
N6A,"ON, N6A",L8S 4L8,129.213,
L7T,"ON, L7T",L8S 4L8,13.14,
L2G,"ON, L2G",L8S 4L8,89.965,
N2N,"ON, N2N",L8S 4L8,70.053,
L1C,"ON, L1C",L8S 4L8,142.509,
K8V,"ON, K8V",L8S 4L8,238.41,
L6V,"ON, L6V",L8S 4L8,69.392,
K6J,"ON, K6J",L8S 4L8,501.158,
L3Z,"ON, L3Z",L8S 4L8,118.678,
P1L,"ON, P1L",L8S 4L8,238.548,
L0S,"ON, L0S",L8S 4L8,79.807,
K2J,"ON, K2J",L8S 4L8,497.219,
N2R,"ON, N2R",L8S 4L8,68.63,
M6G,"ON, M6G",L8S 4L8,67.3,
K1C,"ON, K1C",L8S 4L8,527.706,
N3C,"ON, N3C",L8S 4L8,48.89,
L8T,"ON, L8T",L8S 4L8,18.881,
L1A,"ON, L1A",L8S 4L8,173,
M4C,"ON, M4C",L8S 4L8,80.155,
L3C,"ON, L3C",L8S 4L8,89.2,
L4R,"ON, L4R",L8S 4L8,200.433,
N7G,"ON, N7G",L8S 4L8,161.9,
L2T,"ON, L2T",L8S 4L8,75.887,
L9V,"ON, L9V",L8S 4L8,139.671,
L2V,"ON, L2V",L8S 4L8,80.7,
M2H,"ON, M2H",L8S 4L8,86.654,
L4B,"ON, L4B",L8S 4L8,95.795,
M2J,"ON, M2J",L8S 4L8,85.743,
M4T,"ON, M4T",L8S 4L8,79.178,
L4L,"ON, L4L",L8S 4L8,79.825,
L8S,"ON, L8S",L8S 4L8,0.836,
K0L,"ON, K0L",L8S 4L8,274.237,
K0C,"ON, K0C",L8S 4L8,496.986,
L1T,"ON, L1T",L8S 4L8,114.116,
P3E,"ON, P3E",L8S 4L8,437.696,
K8A,"ON, K8A",L8S 4L8,451.686,
K7A,"ON, K7A",L8S 4L8,416.01,
L3T,"ON, L3T",L8S 4L8,96.043,
L6S,"ON, L6S",L8S 4L8,69.821,
P7B,"ON, P7B",L8S 4L8,1427.762,
N3R,"ON, N3R",L8S 4L8,38.046,
M3K,"ON, M3K",L8S 4L8,74.524,
L9H,"ON, L9H",L8S 4L8,4.295,
M9P,"ON, M9P",L8S 4L8,66.487,
L7A,"ON, L7A",L8S 4L8,63.292,
P2A,"ON, P2A",L8S 4L8,277.914,
M4V,"ON, M4V",L8S 4L8,82.1,
P6B,"ON, P6B",L8S 4L8,739.287,
N5Y,"ON, N5Y",L8S 4L8,128.322,
L1R,"ON, L1R",L8S 4L8,137.638,
L1E,"ON, L1E",L8S 4L8,132.428,
M4B,"ON, M4B",L8S 4L8,84.5,
333,"ON, 333",L8S 4L8,,
M4R,"ON, M4R",L8S 4L8,91.6,
N4K,"ON, N4K",L8S 4L8,213.801,
M3L,"ON, M3L",L8S 4L8,71.491,
L9Y,"ON, L9Y",L8S 4L8,182.004,
L8K,"ON, L8K",L8S 4L8,12.637,
M5G,"ON, M5G",L8S 4L8,69.209,
P2B,"ON, P2B",L8S 4L8,435.6,
K0J,"ON, K0J",L8S 4L8,428.536,
N3T,"ON, N3T",L8S 4L8,30.2,
N0G,"ON, N0G",L8S 4L8,136.481,
N7M,"ON, N7M",L8S 4L8,227.599,
M6C,"ON, M6C",L8S 4L8,78.836,
L7C,"ON, L7C",L8S 4L8,76.762,
L6Y,"ON, L6Y",L8S 4L8,56.209,
M3J,"ON, M3J",L8S 4L8,86.471,
K4M,"ON, K4M",L8S 4L8,485.905,
N0M,"ON, N0M",L8S 4L8,156.952,
M5B,"ON, M5B",L8S 4L8,69.875,
L1M,"ON, L1M",L8S 4L8,134.784,
N9E,"ON, N9E",L8S 4L8,302.166,
M4J,"ON, M4J",L8S 4L8,79.864,
L0L,"ON, L0L",L8S 4L8,172.542,
N5A,"ON, N5A",L8S 4L8,105.998,
L6W,"ON, L6W",L8S 4L8,61.546,
K2K,"ON, K2K",L8S 4L8,454.886,
L4H,"ON, L4H",L8S 4L8,82.229,
L3X,"ON, L3X",L8S 4L8,117.408,
M1R,"ON, M1R",L8S 4L8,83.177,
M1M,"ON, M1M",L8S 4L8,82.826,
L0G,"ON, L0G",L8S 4L8,111.191,
M3N,"ON, M3N",L8S 4L8,73.962,
K1B,"ON, K1B",L8S 4L8,523.72,
N5V,"ON, N5V",L8S 4L8,122.465,
K7S,"ON, K7S",L8S 4L8,463.334,
P4N,"ON, P4N",L8S 4L8,743.517,
L5A,"ON, L5A",L8S 4L8,49.237,
N6K,"ON, N6K",L8S 4L8,140.592,
M5A,"ON, M5A",L8S 4L8,70.198,
N1L,"ON, N1L",L8S 4L8,43.773,
N3A,"ON, N3A",L8S 4L8,82.268,
P0X,"ON, P0X",L8S 4L8,1856.222,
M2M,"ON, M2M",L8S 4L8,95.506,
N8W,"ON, N8W",L8S 4L8,297.191,
M1L,"ON, M1L",L8S 4L8,82.955,
L9Z,"ON, L9Z",L8S 4L8,188.205,
M1X,"ON, M1X",L8S 4L8,101.118,
L9A,"ON, L9A",L8S 4L8,8.381,
N2G,"ON, N2G",L8S 4L8,2.2,
K7P,"ON, K7P",L8S 4L8,322.041,
N2E,"ON, N2E",L8S 4L8,68.658,
L4C,"ON, L4C",L8S 4L8,96.7,
N3L,"ON, N3L",L8S 4L8,48.432,
K0A,"ON, K0A",L8S 4L8,517.127,
N4X,"ON, N4X",L8S 4L8,130.277,
L8W,"ON, L8W",L8S 4L8,18.526,
N6J,"ON, N6J",L8S 4L8,128.414,
K8P,"ON, K8P",L8S 4L8,253.935,
M4N,"ON, M4N",L8S 4L8,80.341,
N1T,"ON, N1T",L8S 4L8,48.217,
K7K,"ON, K7K",L8S 4L8,326.986,
M3H,"ON, M3H",L8S 4L8,77.395,
P3G,"ON, P3G",L8S 4L8,435.047,
L6L,"ON, L6L",L8S 4L8,26.523,
K2L,"ON, K2L",L8S 4L8,454.168,
M5M,"ON, M5M",L8S 4L8,77.704,
N9K,"ON, N9K",L8S 4L8,292.8,
M4K,"ON, M4K",L8S 4L8,76.605,
L8E,"ON, L8E",L8S 4L8,34.328,
L6E,"ON, L6E",L8S 4L8,108.667,
N1G,"ON, N1G",L8S 4L8,47.319,
M6H,"ON, M6H",L8S 4L8,65.926,
M1T,"ON, M1T",L8S 4L8,88.169,
N2A,"ON, N2A",L8S 4L8,61.8,
N6H,"ON, N6H",L8S 4L8,143.078,
K9K,"ON, K9K",L8S 4L8,201.097,
P9N,"ON, P9N",L8S 4L8,1846.962,
L0R,"ON, L0R",L8S 4L8,58.645,
L9L,"ON, L9L",L8S 4L8,152.363,
M4P,"ON, M4P",L8S 4L8,81.336,
M6L,"ON, M6L",L8S 4L8,71.603,
P0C,"ON, P0C",L8S 4L8,253.605,
L6Z,"ON, L6Z",L8S 4L8,70.914,
L0C,"ON, L0C",L8S 4L8,163.591,
M1V,"ON, M1V",L8S 4L8,94.52,
L9W,"ON, L9W",L8S 4L8,120.785,
L1K,"ON, L1K",L8S 4L8,134.016,
N0E,"ON, N0E",L8S 4L8,78.822,
N0A,"ON, N0A",L8S 4L8,44.386,
L5L,"ON, L5L",L8S 4L8,43.375,
N2K,"ON, N2K",L8S 4L8,71.053,
K7C,"ON, K7C",L8S 4L8,421.193,
L6K,"ON, L6K",L8S 4L8,31.938,
L9G,"ON, L9G",L8S 4L8,15.182,
L7R,"ON, L7R",L8S 4L8,17.022,
L2J,"ON, L2J",L8S 4L8,82.8,
N0H,"ON, N0H",L8S 4L8,198.367,
L3V,"ON, L3V",L8S 4L8,185.795,
N5P,"ON, N5P",L8S 4L8,135.109,
L7J,"ON, L7J",L8S 4L8,57.919,
L2N,"ON, L2N",L8S 4L8,69.576,
N2V,"ON, N2V",L8S 4L8,76.332,
N0N,"ON, N0N",L8S 4L8,202.893,
N6M,"ON, N6M",L8S 4L8,121.635,
L6X,"ON, L6X",L8S 4L8,58.985,
L5E,"ON, L5E",L8S 4L8,51.333,
L8R,"ON, L8R",L8S 4L8,5.061,
M8Y,"ON, M8Y",L8S 4L8,59.419,
N8H,"ON, N8H",L8S 4L8,280.478,
M1J,"ON, M1J",L8S 4L8,95.799,
N0P,"ON, N0P",L8S 4L8,236.071,
M4H,"ON, M4H",L8S 4L8,79.466,
M4L,"ON, M4L",L8S 4L8,73.8,
L7E,"ON, L7E",L8S 4L8,88.087,
N1A,"ON, N1A",L8S 4L8,63.83,
L2W,"ON, L2W",L8S 4L8,68.607,
L5J,"ON, L5J",L8S 4L8,38.646,
N2Z,"ON, N2Z",L8S 4L8,206.18,
P3A,"ON, P3A",L8S 4L8,450.556,
M6S,"ON, M6S",L8S 4L8,62.191,
M6B,"ON, M6B",L8S 4L8,76.784,
M6R,"ON, M6R",L8S 4L8,62.203,
N2M,"ON, N2M",L8S 4L8,67.694,
M8V,"ON, M8V",L8S 4L8,58.339,
N3B,"ON, N3B",L8S 4L8,83.601,
P6A,"ON, P6A",L8S 4L8,734.777,
L4E,"ON, L4E",L8S 4L8,111.505,
K1T,"ON, K1T",L8S 4L8,500.669,
N1E,"ON, N1E",L8S 4L8,50.384,
L3K,"ON, L3K",L8S 4L8,105.956,
P0V,"ear falls ON, P0V",L8S 4L8,1929.03,
N2J,"ON, N2J",L8S 4L8,70.31,
P0K,"ON, P0K",L8S 4L8,696.848,
L3B,"ON, L3B",L8S 4L8,94.384,
N3Y,"ON, N3Y",L8S 4L8,82.324,
K9V,"ON, K9V",L8S 4L8,203.459,
L4Z,"ON, L4Z",L8S 4L8,50.891,
M6K,"ON, M6K",L8S 4L8,63.518,
N4T,"ON, N4T",L8S 4L8,78.031,
K1Y,"ON, K1Y",L8S 4L8,512.562,
P3C,"ON, P3C",L8S 4L8,441.018,
P0L,"ON, P0L",L8S 4L8,769.7,
K8R,"ON, K8R",L8S 4L8,253.828,
M8X,"ON, M8X",L8S 4L8,61.649,
L9K,"ON, L9K",L8S 4L8,9.638,
L0N,"ON, L0N",L8S 4L8,101.223,
M3C,"ON, M3C",L8S 4L8,81.269,
L5M,"ON, L5M",L8S 4L8,44.036,
P0J,"ON, P0J",L8S 4L8,548.6,
K2B,"ON, K2B",L8S 4L8,506.394,
N1C,"ON, N1C",L8S 4L8,44.127,
M1B,"ON, M1B",L8S 4L8,97.319,
L7N,"ON, L7N",L8S 4L8,19.322,
M9M,"ON, M9M",L8S 4L8,68.176,
L3M,"ON, L3M",L8S 4L8,44.362,
L1S,"ON, L1S",L8S 4L8,112.77,
N7S,"ON, N7S",L8S 4L8,221.344,
K7L,"ON, K7L",L8S 4L8,329.059,
M9V,"ON, M9V",L8S 4L8,68.4,
N1S,"ON, N1S",L8S 4L8,37.914,
K1S,"ON, K1S",L8S 4L8,516.275,
N0K,"ON, N0K",L8S 4L8,123.468,
M1H,"ON, M1H",L8S 4L8,93.422,
L9T,"ON, L9T",L8S 4L8,36.861,
M5N,"ON, M5N",L8S 4L8,78.768,
L5N,"ON, L5N",L8S 4L8,47.066,
L6C,"ON, L6C",L8S 4L8,101.898,
M2L,"ON, M2L",L8S 4L8,82.967,
L7G,"ON, L7G",L8S 4L8,58.494,
P3L,"ON, P3L",L8S 4L8,455.993,
M9R,"ON, M9R",L8S 4L8,64.777,
L0P,"ON, L0P",L8S 4L8,44.676,
K2H,"ON, K2H",L8S 4L8,501.485,
N7T,"ON, N7T",L8S 4L8,230.54,
M3M,"ON, M3M",L8S 4L8,81.6,
L1V,"ON, L1V",L8S 4L8,105.068,
M9L,"ON, M9L",L8S 4L8,70.655,
M1G,"ON, M1G",L8S 4L8,95.913,
K7R,"ON, K7R",L8S 4L8,289.514,
K4B,"ON, K4B",L8S 4L8,535.291,
P0R,"ON, P0R",L8S 4L8,665.625,
G5Y,"ON, G5Y",L8S 4L8,873.2,Quebec
K7N,"ON, K7N",L8S 4L8,317.318,
K1H,"ON, K1H",L8S 4L8,508.972,
N6B,"ON, N6B",L8S 4L8,126.821,
P1P,"ON, P1P",L8S 4L8,224.137,
K2R,"ON, K2R",L8S 4L8,496.4,
222,"ON, 222",L8S 4L8,,
P7A,"ON, P7A",L8S 4L8,1422.046,
P1H,"ON, P1H",L8S 4L8,273.473,
P0A,"ON, P0A",L8S 4L8,360.073,
N8R,"ON, N8R",L8S 4L8,297.723,
M5P,"ON, M5P",L8S 4L8,80.197,
K0B,"ON, K0B",L8S 4L8,556.196,
K2E,"ON, K2E",L8S 4L8,507.53,
L6G,"ON, L6G",L8S 4L8,98.696,
P1C,"ON, P1C",L8S 4L8,401.539,
K7H,"ON, K7H",L8S 4L8,390.017,
N4L,"ON, N4L",L8S 4L8,203.589,
K1J,"ON, K1J",L8S 4L8,524.307,
K1K,"ON, K1K",L8S 4L8,521.861,
N4B,"ON, N4B",L8S 4L8,84.581,
P3N,"ON, P3N",L8S 4L8,455.847,
P3B,"ON, P3B",L8S 4L8,449.6,
K1M,"ON, K1M",L8S 4L8,522.064,
P0N,"ON, P0N",L8S 4L8,768.531,
P4P,"ON, P4P",L8S 4L8,745.155,
K4C,"ON, K4C",L8S 4L8,543.582,
P7K,"ON, P7K",L8S 4L8,1437.002,
M5V,"ON, M5V",L8S 4L8,66.4,
X0E,"ON, X0E",L8S 4L8,2130,yellow knife
331,"ON, 331",L8S 4L8,,
N4W,"ON, N4W",L8S 4L8,118.797,
L0H,"ON, L0H",L8S 4L8,123.726,
P0T,"ON, P0T",L8S 4L8,1293.874,
M5E,"ON, M5E",L8S 4L8,69.08,
N5Z,"ON, N5Z",L8S 4L8,123.197,
N0C,"ON, N0C",L8S 4L8,165.968,
J0Z,"ON, J0Z",L8S 4L8,637.554,
M5J,"ON, M5J",L8S 4L8,67.903,
L0E,"ON, L0E",L8S 4L8,157.606,
P7J,"ON, P7J",L8S 4L8,1448.05,
V1H,"ON, V1H",L8S 4L8,3325,BC
750,"ON, 750",L8S 4L8,,
N5H,"ON, N5H",L8S 4L8,125.982,
K1E,"ON, K1E",L8S 4L8,534.4,
P0W,"ON, P0W",L8S 4L8,1742.4,
K2P,"ON, K2P",L8S 4L8,515.933,
P0P,"ON, P0P",L8S 4L8,609.81,
N8S,"ON, N8S",L8S 4L8,300,
N4Z,"ON, N4Z",L8S 4L8,122.225,
H3R,"ON, H3R",L8S 4L8,873.2,Quebec
T8L,"ON, T8L",L8S 4L8,3681,alberta
V2C,"ON, V2C",L8S 4L8,3325,BC
J1M,"ON, J1M",L8S 4L8,873.2,Quebec
J0E,"ON, J0E",L8S 4L8,873.2,Quebec
N5W,"ON, N5W",L8S 4L8,124.4,
V6T,"ON, V6T",L8S 4L8,3325,BC
N8A,"ON, N8A",L8S 4L8,247.205,
L5T,"ON, L5T",L8S 4L8,57.007,
P0E,"ON, P0E",L8S 4L8,239.568,
L9J,"ON, L9J",L8S 4L8,142.471,
P7C,"ON, P7C",L8S 4L8,1435.18,
K2W,"ON, K2W",L8S 4L8,458.958,
K1Z,"ON, K1Z",L8S 4L8,510.399,
282,"ON, 282",L8S 4L8,,
122,"ON, 122",L8S 4L8,,
L1Y,"ON, L1Y",L8S 4L8,129.524,
N8T,"ON, N8T",L8S 4L8,298.951,
K6T,"ON, K6T",L8S 4L8,410.724,
N8Y,"ON, N8Y",L8S 4L8,302.631,
P7G,"ON, P7G",L8S 4L8,1435.497,
K1R,"ON, K1R",L8S 4L8,515.171,
H3X,"ON, H3X",L8S 4L8,873.2,Quebec
K4K,"ON, K4K",L8S 4L8,558.202,
P5N,"ON, P5N",L8S 4L8,885.4,
773,"ON, 773",L8S 4L8,,
A0G,"ON, A0G",L8S 4L8,1884,Newfound Land and Labrador
T3H,"ON, T3H",L8S 4L8,3681,Alberta
P5A,"ON, P5A",L8S 4L8,595.8,
H4X,"ON, H4X",L8S 4L8,605.943,
H3Y,"ON, H3Y",L8S 4L8,873.2,Quebec
P5E,"ON, P5E",L8S 4L8,507.08,
L1L,"ON, L1L",L8S 4L8,140.241,
P8N,"ON, P8N",L8S 4L8,1766.1,
V5J,"ON, V5J",L8S 4L8,4303.507,
481,"ON, 481",L8S 4L8,,
774,"ON, 774",L8S 4L8,,
N4V,"ON, N4V",L8S 4L8,73.664,
V0G,"ON, V0G",L8S 4L8,3325,BC
V9L,"ON, V9L",L8S 4L8,4362.985,
H1T,"ON, H1T",L8S 4L8,873.2,Quebec
K4R,"ON, K4R",L8S 4L8,500.369,
P0G,"ON, P0G",L8S 4L8,314.226,
H9R,"ON, H9R",L8S 4L8,873.2,Quebec
V3M,"ON, V3M",L8S 4L8,3325,
N6L,"ON, N6L",L8S 4L8,129.041,
334,"ON, 334",L8S 4L8,,
V3Z,"ON, V3Z",L8S 4L8,4274.662,
H3A,"ON, H3A",L8S 4L8,873.2,Quebec
L9E,"ON, L9E",L8S 4L8,34.687,
M5C,"ON, M5C",L8S 4L8,69.237,
809,"ON, 809",L8S 4L8,,
J1X,"ON, J1X",L8S 4L8,,
H4E,"ON, H4E",L8S 4L8,607.821,
H3G,"ON, H3G",L8S 4L8,873.2,Quebec
J9A,"ON, J9A",L8S 4L8,873.2,Quebec
430,"ON, 430",L8S 4L8,236.625,
M5H,"ON, M5H",L8S 4L8,68.32,
B3L,"ON, B3L",L8S 4L8,1795,Nova Scotia